,loss,accuracy,val_loss,val_accuracy,lr
0,0.3090970516204834,0.9171726107597351,0.19414298236370087,0.949404776096344,0.001
1,0.09946085512638092,0.9714285731315613,0.15427324175834656,0.9596428275108337,0.001
2,0.05885478854179382,0.9823511838912964,0.15346138179302216,0.9651190638542175,0.001
3,0.04480253532528877,0.9861904978752136,0.18198902904987335,0.963690459728241,0.001
4,0.028552236035466194,0.9917857050895691,0.1743357926607132,0.9692857265472412,0.001
5,0.023921694606542587,0.9930952191352844,0.18991413712501526,0.9672619104385376,0.001
6,0.02019091136753559,0.9942262172698975,0.1872546225786209,0.9696428775787354,0.001
7,0.019683757796883583,0.9934523701667786,0.18449456989765167,0.9694047570228577,0.001
8,0.012574899941682816,0.9963095188140869,0.19784411787986755,0.9708333611488342,0.001
9,0.01583281345665455,0.9947618842124939,0.19752566516399384,0.9682142734527588,0.001
10,0.016071733087301254,0.994910717010498,0.18494480848312378,0.9689285755157471,0.001
11,0.013626715168356895,0.9958630800247192,0.18903748691082,0.9697619080543518,0.001
12,0.012429775670170784,0.9961606860160828,0.19508539140224457,0.9719047546386719,0.001
13,0.007679823786020279,0.9977381229400635,0.20931126177310944,0.9726190567016602,0.001
14,0.008687974885106087,0.9976488351821899,0.19581519067287445,0.9721428751945496,0.001
15,0.00867470446974039,0.9972618818283081,0.20909102261066437,0.9715476036071777,0.001
16,0.009925293736159801,0.9972321391105652,0.24461030960083008,0.970714271068573,0.001
17,0.009121629409492016,0.9971428513526917,0.22164829075336456,0.9730952382087708,0.001
18,0.010071253404021263,0.9967559576034546,0.2315191626548767,0.9723809361457825,0.001
19,0.010615687817335129,0.9968155026435852,0.2147051841020584,0.9709523916244507,0.001
20,0.008147001266479492,0.9974702596664429,0.2362615168094635,0.9735714197158813,0.001
21,0.007859103381633759,0.9972618818283081,0.2609412670135498,0.9710714221000671,0.001
22,0.005911779124289751,0.9980059266090393,0.2359757125377655,0.9715476036071777,0.001
