,loss,accuracy,val_loss,val_accuracy,lr
0,1.362242579460144,0.5995833277702332,4.013432502746582,0.1130952388048172,0.001
1,0.3731152415275574,0.8817262053489685,0.8940579295158386,0.6504762172698975,0.001
2,0.2480470836162567,0.9249404668807983,0.07876995950937271,0.9780952334403992,0.001
3,0.19018085300922394,0.9427381157875061,0.06170620769262314,0.9822618961334229,0.001
4,0.15901856124401093,0.9531547427177429,0.05582628399133682,0.9838095307350159,0.001
5,0.1397847831249237,0.9584821462631226,0.04747733846306801,0.9852380752563477,0.001
6,0.12797582149505615,0.9627380967140198,0.04534956067800522,0.9869047403335571,0.001
7,0.11196691542863846,0.9667559266090393,0.04346587508916855,0.9854761958122253,0.001
8,0.10252778977155685,0.9708928465843201,0.04025151953101158,0.988095223903656,0.001
9,0.0939910039305687,0.9723809361457825,0.03706604614853859,0.9894047379493713,0.001
10,0.08594086021184921,0.9749107360839844,0.038050323724746704,0.9886904954910278,0.001
11,0.08136673271656036,0.9760416746139526,0.03997809439897537,0.9878571629524231,0.001
12,0.07775280624628067,0.977351188659668,0.03444841876626015,0.9891666769981384,0.001
13,0.07265470921993256,0.9780059456825256,0.031820088624954224,0.9902380704879761,0.001
14,0.06791137158870697,0.9797916412353516,0.03264165669679642,0.9905952215194702,0.001
15,0.06674791872501373,0.9805059432983398,0.031172528862953186,0.9913095235824585,0.001
16,0.06364589184522629,0.9811607003211975,0.03777579590678215,0.9889285564422607,0.001
17,0.0604022815823555,0.9819642901420593,0.029079334810376167,0.9915476441383362,0.001
18,0.055952511727809906,0.9827083349227905,0.03250817209482193,0.9898809790611267,0.001
19,0.058530423790216446,0.9827380776405334,0.03650437667965889,0.9885714054107666,0.001
20,0.05564055219292641,0.9837202429771423,0.030656764283776283,0.9902380704879761,0.001
21,0.052925415337085724,0.9844940304756165,0.03255969658493996,0.9905952215194702,0.001
22,0.05054188147187233,0.9846726059913635,0.02982454001903534,0.9908333420753479,0.001
23,0.048559147864580154,0.9850000143051147,0.02682401053607464,0.9920238256454468,0.001
24,0.04690633714199066,0.9863095283508301,0.029964493587613106,0.9903571605682373,0.001
25,0.045245423913002014,0.9865773916244507,0.02819184400141239,0.991428554058075,0.001
26,0.045546337962150574,0.9863690733909607,0.02948981523513794,0.9917857050895691,0.001
27,0.044605839997529984,0.9864881038665771,0.027619116008281708,0.9909523725509644,0.001
28,0.043243639171123505,0.9870833158493042,0.02713414654135704,0.9927380681037903,0.001
29,0.04156765714287758,0.9875594973564148,0.03278857097029686,0.9903571605682373,0.001
30,0.04078589007258415,0.9874107241630554,0.030419886112213135,0.9916666746139526,0.001
31,0.03825054317712784,0.9880059361457825,0.02870437502861023,0.9915476441383362,0.001
32,0.04141002893447876,0.9883333444595337,0.02757798507809639,0.9920238256454468,0.001
33,0.03692672401666641,0.9879166483879089,0.029415711760520935,0.9917857050895691,0.001
34,0.038287412375211716,0.9882143139839172,0.03142423555254936,0.9919047355651855,0.001
35,0.03461436554789543,0.9895535707473755,0.02602195553481579,0.9925000071525574,0.001
36,0.03324412927031517,0.9897916913032532,0.028172126039862633,0.9928571581840515,0.001
37,0.03426637500524521,0.9892261624336243,0.03399435058236122,0.9905952215194702,0.001
38,0.0327242910861969,0.989464282989502,0.02677149511873722,0.9928571581840515,0.001
39,0.03338777273893356,0.9894047379493713,0.027685636654496193,0.9926190376281738,0.001
40,0.03192835673689842,0.9897916913032532,0.02744874358177185,0.9920238256454468,0.001
41,0.03209442272782326,0.9902678728103638,0.027958296239376068,0.9917857050895691,0.001
42,0.0307457335293293,0.9907143115997314,0.02926671877503395,0.9921428561210632,0.001
43,0.03222692757844925,0.9902380704879761,0.028467077761888504,0.9923809766769409,0.001
44,0.0309620164334774,0.9900892972946167,0.02876284345984459,0.9922618865966797,0.001
45,0.031239748001098633,0.9906250238418579,0.02874312549829483,0.991190493106842,0.001
46,0.02869602106511593,0.991607129573822,0.032975971698760986,0.9915476441383362,0.001
47,0.028603965416550636,0.991398811340332,0.030451172962784767,0.9920238256454468,0.001
48,0.030435338616371155,0.9908333420753479,0.031014658510684967,0.9920238256454468,0.001
49,0.02898530103266239,0.9911606907844543,0.03104526363313198,0.9922618865966797,0.001
50,0.027393149212002754,0.9911012053489685,0.027264395728707314,0.992976188659668,0.001
51,0.027813715860247612,0.991220235824585,0.027489131316542625,0.9928571581840515,0.001
52,0.02927369251847267,0.9911606907844543,0.03073260374367237,0.9927380681037903,0.001
53,0.028358934447169304,0.991190493106842,0.026499805971980095,0.9928571581840515,0.001
54,0.027372393757104874,0.991428554058075,0.027546795085072517,0.992976188659668,0.001
55,0.025365525856614113,0.9913095235824585,0.03180122375488281,0.9926190376281738,0.001
